x,y
584,345.819
585,1177.77
586,549.092
587,1020.95
588,1567.18
589,582.326
590,1655.06
591,570.211
592,490.021
593,706.483
594,169.779
595,506.552
596,351.744
597,251.94
598,787.244
599,374.148
600,855.121
601,1134.2
602,618.777
603,2677.68
604,703.469
605,763.614
606,988.115
607,296.234
608,653.918
609,336.933
610,240.907
611,621.229
612,221.09
613,664.409
614,738.783
615,534.049
616,2261.21
617,715.144
618,1082.89
619,1402.13
620,466.314
621,996.353
622,419.986
623,337.61
624,601.259
625,139.565
626,558.178
627,494.753
628,404.305
629,1331.31
630,585.736
631,1204.1
632,1548.01
633,626.965
634,1756.84
635,564.553
636,537.201
637,713.103
638,170.868
639,561.703
640,357.011
641,300.438
642,865.009
643,406.6
644,1006.94
645,1174.33
646,686.401
647,2930.35
648,707.942
649,837.911
650,972.543
651,302.058
652,705.925
653,327.696
654,280.573
655,662.73
656,241.133
657,772.633
658,776.46
659,610.742
660,2561.19
661,743.264
662,1227.4
663,1349.31
664,490.282
665,1050.85
666,408.228
667,375.186
668,620.26
669,148.325
670,634.772
671,515.517
672,471.851
673,1485.5
674,625.071
675,1414.28
676,1519.78
677,675.211
678,1828.23
679,557.941
680,582.884
681,716.141
682,174.365
683,620.104
684,361.004
685,356.336
686,941.283
687,440.493
688,1187.73
689,1203.79
690,762.817
691,3108.15
692,713.356
693,915.322
694,951.784
695,312.288
696,753.988
697,318.591
698,325.743
699,701.297
700,265.568
701,893.875
702,812.771
703,695.124
704,2832.71
705,769.326
706,1381.32
707,1298.18
708,513.468
709,1098.25
710,393.518
711,417.604
712,634.54
713,162.169
714,717.449
715,537.153
716,548.248
717,1633.39
718,665.499
719,1658.96
720,1486.11
721,723.808
722,1873.91
723,547.103
724,634.636
725,712.436
726,181.089
727,678.447
728,364.862
729,418.734
730,1016.06
731,479.104
732,1396.7
733,1226.82
734,844.253
735,3201.79
736,716.162
737,994.944
738,928.976
739,321.56
740,800.581
741,307.354
742,377.571
743,738.856
744,295.727
745,1028.25
746,847.724
747,789.475
748,3053.21
749,794.865
750,1546.36
751,1248.53
752,540.487
753,1136.84
754,377.647
755,463.629
756,646.953
757,180.254
758,804.979
759,558.621
760,633.23
761,1773.07
762,709.227
763,1941.08
764,1447.79
765,776.428
766,1890.19
767,535.679
768,686.009
769,705.535
770,191.139
771,738.726
772,367.987
773,489.575
774,1086.69
775,522.823
776,1642.08
777,1244.09
778,933.766
779,3211.28
780,718.791
781,1075.77
782,904.209
783,334.969
784,843.719
785,295.239
786,433.716
787,772.423
788,329.486
789,1178.12
790,880.455
791,895.079
792,3204.53
793,819.857
794,1715.73
795,1200.12
796,567.149
797,1165.92
798,358.858
799,513.137
800,654.636
801,203.809
802,897.853
803,580.367
804,728.742
805,1897.31
806,754.562
807,2262.38
808,1408.29
809,834.067
810,1883.31
811,523.433
812,739.776
813,695.243
814,206.267
815,800.067
816,372.153
817,569.17
818,1152.25
819,572.098
820,1926.86
821,1256.8
822,1030.83
823,3149.59
824,718.579
825,1157.37
826,875.214
827,352.734
828,882.967
829,284.289
830,497.881
831,804.66
832,371.553
833,1345.54
834,910.816
835,1013.61
836,3278.88
837,844.821
838,1890.06
839,1153.12
840,598.537
841,1185.73
842,341.091
843,565.846
844,660.695
845,232.693
846,996.237
847,602.693
848,836.816
849,2004.8
850,803.519
851,2623.57
852,1369.17
853,891.885
854,1857.65
855,510.34
856,795.47
857,682.004
858,225.2
859,861.8
860,376.289
861,657.95
862,1212.62
863,627.246
864,2259.41
865,1265.5
866,1135.29
867,3032.92
868,721.33
869,1235.48
870,847.562
871,371.119
872,920.668
873,272.053
874,568.879
875,832.321
876,419.292
877,1530.75
878,939.366
879,1150.57
880,3279.58
881,873.614
882,2059.05
883,1109.18
884,631.908
885,1197.49
886,323.802
887,622.745
888,662.955
889,268.559
890,1099.79
891,625.747
892,959.197
893,2089.31
894,856.419
895,3013.16
896,1331
897,953.762
898,1817.71
899,497.537
900,850.292
901,665.798
902,251.099
903,923.064
904,382.729
905,756.29
906,1269.3
907,686.585
908,2641.48
909,1268.39
910,1251.4
911,2885.57
912,723.129
913,1312.79
914,815.032
915,397.101
916,951.088
917,262.256
918,644.655
919,857.89
920,474.729
921,1731.97
922,969.767
923,1302.52
924,3221.27
925,901.978
926,2218.94
927,1067.25
928,667.023
929,1204.06
930,305.721
931,683.502
932,665.46
933,311.816
934,1208.4
935,650.532
936,1098.11
937,2150.88
938,913.605
939,3420.11
940,1294.01
941,1019.79
942,1767.03
943,485.063
944,909.157
945,646.812
946,282.973
947,981.867
948,393.436
949,863.751
950,1320.33
951,753.722
952,3067.27
953,1272.07
954,1373.98
955,2723.64
956,725.898
957,1384.46
958,783.501
959,424.204
960,980.222
961,256.408
962,727.811
963,882.54
964,535.765
965,1951.72
966,998.567
967,1475.73
968,3117.13
969,931.359
970,2363.94
971,1024.94
972,705.07
973,1201.99
974,289.244
975,750.35
976,663.89
977,362.678
978,1316.64
979,677.482
980,1256.51
981,2189.99
982,975.436
983,3817.43
984,1258.2
985,1088.94
986,1708.86
987,473.454
988,965.33
989,625.221
990,322.453
991,1038.4
992,407.459
993,984.38
994,1363.02
995,829.405
996,3530.7
997,1274.04
998,1509.2
999,2557.8
1000,731.297
1001,1452.02
1002,747.655
1003,459.275
1004,1001.46
1005,254.439
1006,818.45
1007,902.926
1008,608.058
1009,2183.31
1010,1027.4
1011,1674.9
1012,2983.14
1013,965.142
1014,2487.12
1015,982.638
1016,748.9
1017,1192.68
1018,275.493
1019,818.917
1020,660.234
1021,423.782
1022,1429.27
1023,707.041
1024,1439.45
1025,2207.93
1026,1042.25
1027,4179.52
1028,1223.51
1029,1160.89
1030,1649.2
1031,463.303
1032,1022.98
1033,601.28
1034,368.72
1035,1094.75
1036,425.446
1037,1119.33
1038,1403.66
1039,913.15
1040,4010.75
1041,1274.33
1042,1654.13
1043,2396.04
1044,735.734
1045,1513.4
1046,711.553
1047,498.364
1048,1021.11
1049,254.315
1050,917.264
1051,923.88
1052,685.604
1053,2425.12
1054,1058.48
1055,1899.53
1056,2837.93
1057,999.498
1058,2581.66
1059,943.721
1060,793.255
1061,1179.78
1062,267.84
1063,889.512
1064,655.64
1065,491.312
1066,1538.66
1067,740.255
1068,1649.7
1069,2207.75
1070,1116.93
1071,4472.67
1072,1189.82
1073,1237.74
1074,1585.9
1075,455.208
1076,1081.63
1077,575.333
1078,421.901
1079,1146.62
1080,447.956
1081,1269.44
1082,1436.88
1083,1005.7
1084,4475.25
1085,1273.74
1086,1808.08
1087,2245.94
1088,743.993
1089,1566.46
1090,674.271
1091,542.58
1092,1035.88
1093,261.802
1094,1022.71
1095,943.443
1096,775.032
1097,2665.65
1098,1091.32
1099,2157.25
1100,2687.66
1101,1038.71
1102,2644.33
1103,902.423
1104,843.209
1105,1160.02
1106,261.608
1107,965.808
1108,652.307
1109,566.176
1110,1648.25
1111,779.086
1112,1891.3
1113,2195.04
1114,1195.76
1115,4665.48
1116,1157.9
1117,1314.68
1118,1521.02
1119,452.51
1120,1136.41
1121,547.857
1122,484.605
1123,1195.73
1124,475.66
1125,1438.7
1126,1465.83
1127,1108.02
1128,4884.89
1129,1274.88
1130,1969.92
1131,2106.9
1132,756.272
1133,1610.12
1134,635.159
1135,592.894
1136,1045.81
1137,274.861
1138,1136.27
1139,961.591
1140,874.401
1141,2898.56
1142,1125.53
1143,2450.38
1144,2539.1
1145,1079.89
1146,2675.82
1147,861.614
1148,895.187
1149,1137.75
1150,262.574
1151,1041.5
1152,648.972
1153,652.481
1154,1750.41
1155,822.486
1156,2175.56
1157,2168.94
1158,1280.94
1159,4748.12
1160,1128.29
1161,1392.99
1162,1458.76
1163,451.015
1164,1188.3
1165,522.593
1166,552.462
1167,1239.01
1168,509.931
1169,1626.94
1170,1489.01
1171,1221.84
1172,5201.64
1173,1274.95
1174,2137.97
1175,1981.84
1176,770.276
1177,1643.67
1178,595.677
1179,647.803
1180,1051.1
1181,295.341
1182,1257.84
1183,978.688
1184,984.491
1185,3111.75
1186,1161.56
1187,2780.91
1188,2402.09
1189,1124.98
1190,2675.79
1191,821.598
1192,948.993
1193,1111.03
1194,269.394
1195,1121.78
1196,645.638
1197,747.572
1198,1847.84
1199,869.159
1200,2506.53
1201,2136.54
1202,1375.6
1203,4718.17
1204,1100.34
1205,1473.05
1206,1393.99
1207,456.111
1208,1238.77
1209,496.22
1210,629.844
1211,1280.84
1212,552.018
1213,1837.7
1214,1511.24
1215,1349.81
1216,5389.63
1217,1278.55
1218,2312.25
1219,1864.35
1220,787.797
1221,1670.04
1222,556.399
1223,707.021
1224,1054.15
1225,323.685
1226,1385.95
1227,997.607
1228,1109.97
1229,3296.98
1230,1199.82
1231,3150.5
1232,2272.38
1233,1172.31
1234,2647.65
1235,783.743
1236,1007.79
1237,1080.24
1238,284.656
1239,1203.75
1240,642.898
1241,851.868
1242,1937.47
1243,923.787
1244,2891.98
1245,2097.93
1246,1476.1
1247,4591.18
1248,1073.22
1249,1554.19
1250,1332.57
1251,465.683
1252,1285.44
1253,470.807
1254,714.207
1255,1317.71
1256,601.742
1257,2073.81
1258,1529.87
1259,1492.21
1260,5439.63
1261,1281.26
1262,2486.29
1263,1758.58
1264,808.139
1265,1684.51
1266,517.855
1267,773.978
1268,1052.53
1269,360.397
1270,1524.29
1271,1014.86
1272,1247.75
1273,3443.32
1274,1244.07
1275,3556.38
1276,2153.08
1277,1225.81
1278,2598.69
1279,744.014
1280,1068.68
1281,1048.96
1282,305.125
1283,1283.67
1284,643.837
1285,969.48
1286,2018.59
1287,982.511
1288,3339.6
1289,2058.43
1290,1586.18
1291,4391.98
1292,1049.02
1293,1635.42
1294,1268.96
1295,480.196
1296,1328.25
1297,448.572
1298,805.631
1299,1349.55
1300,660.142
1301,2338.8
1302,1545.47
1303,1650.26
1304,5359.53
1305,1288.83
1306,2655.17
1307,1660.03
1308,834.988
1309,1691.17
1310,479.854
1311,845.468
1312,1049.08
1313,405.821
1314,1669.05
1315,1034.88
1316,1403.27
1317,3544
1318,1291.41
1319,3990.16
1320,2042.85
1321,1281.8
1322,2531.19
1323,707.154
1324,1130.37
1325,1012.68
1326,335.217
1327,1365.82
1328,645.294
1329,1096.85
1330,2088.83
1331,1050.76
1332,3855.12
1333,2013.86
1334,1705.03
1335,4150.94
1336,1025.24
1337,1713.37
1338,1207.48
1339,503.39
1340,1366.54
1341,427.839
1342,906.713
1343,1379.79
1344,726.591
1345,2629.51
1346,1561.38
1347,1829.52
1348,5174.66
1349,1295.87
1350,2815.71
1351,1570.59
1352,865.064
1353,1686.63
1354,444.245
1355,923.855
1356,1043.85
1357,459.381
1358,1819.28
1359,1057.09
1360,1578.12
1361,3597.11
1362,1342.28
1363,4437.6
1364,1943.86
1365,1341.46
1366,2449.84
1367,671.278
1368,1195.3
1369,976.279
1370,373.043
1371,1445.9
1372,652.662
1373,1238.9
1374,2146.8
1375,1125.76
1376,4436.22
1377,1971.01
1378,1831.42
1379,3888.65
1380,1004.85
1381,1786.23
1382,1144.97
1383,532.288
1384,1399.95
1385,412.512
1386,1014.82
1387,1405.3
1388,802.561
1389,2950.61
1390,1575.99
1391,2028.88
1392,4916.6
1393,1308.03
1394,2958.41
1395,1484.68
1396,900.485
1397,1676.1
1398,412.622
1399,1004.94
1400,1034.92
1401,524.939
1402,1976.78
1403,1081.41
1404,1776.35
1405,3607.49
1406,1400.39
1407,4871.78
1408,1849.78
1409,1406.07
1410,2362.15
1411,639.86
1412,1262.32
1413,935.668
1414,420.641
1415,1526.31
1416,664.974
1417,1393.9
1418,2193.23
1419,1210.01
1420,5073.34
1421,1929.67
1422,1965.32
1423,3625.41
1424,989
1425,1857.9
1426,1081.18
1427,567.15
1428,1428.16
1429,404.833
1430,1134.27
1431,1426.35
1432,887.101
1433,3298.02
1434,1590.62
1435,2252
1436,4617.56
1437,1322.19
1438,3083.13
1439,1403.84
1440,939.443
1441,1657.02
1442,385.454
1443,1092.66
1444,1026.93
1445,599.406
1446,2136.35
1447,1109.08
1448,2001.02
1449,3577.8
1450,1462.84
1451,5266.26
1452,1764.85
1453,1471.95
1454,2268.2
1455,610.884
1456,1329.84
1457,895.554
1458,477.111
1459,1602.47
1460,682.341
1461,1568.36
1462,2229.14
1463,1304.4
1464,5737.77
1465,1889.74
1466,2109.75
1467,3369.73
1468,973.994
1469,1921.22
1470,1019.19
1471,611.468
1472,1450.85
1473,399.68
1474,1262.39
1475,1446.66
1476,984.096
1477,3661.59
1478,1604.01
1479,2501.77
1480,4307.61
1481,1342.02
1482,3179.34
1483,1324.46
1484,984.453
1485,1632.74
1486,366.164
1487,1185.14
1488,1015.1
1489,683.358
1490,2297.22
1491,1142.65
1492,2260.66
1493,3514.81
1494,1530.02
1495,5588.03
1496,1688.07
1497,1544.37
1498,2170.78
1499,584.982
1500,1397.18
1501,854.573
1502,545.818
1503,1674.08
1504,704.603
1505,1761.64
1506,2255.16
1507,1407.89
1508,6388.49
1509,1850.65
1510,2260.72
1511,3132.06
1512,963.302
1513,1979.58
1514,955.713
1515,662.01
1516,1468.08
1517,405.002
1518,1400.06
1519,1463.35
1520,1090.92
1521,4033.56
1522,1620.8
1523,2783.75
1524,4002.53
1525,1364.45
1526,3246.51
1527,1249.93
1528,1032.05
1529,1601.31
1530,352.362
1531,1282.02
1532,1005
1533,778.991
1534,2456.12
1535,1177.58
1536,2559.99
1537,3429.88
1538,1605.59
1539,5805.5
1540,1614.72
1541,1618.46
1542,2074.71
1543,566.278
1544,1464.15
1545,813.516
1546,620.784
1547,1742.41
1548,735.716
1549,1980.18
1550,2272.7
1551,1520.65
1552,6967.75
1553,1815.58
1554,2420.45
1555,2914.29
1556,957.495
1557,2026.55
1558,891.507
1559,721.439
1560,1482.13
1561,416.782
1562,1547.56
1563,1476.95
1564,1210.61
1565,4398.18
1566,1641.44
1567,3099.6
1568,3713.73
1569,1389.7
1570,3282.54
1571,1177.59
1572,1087.6
1573,1565.85
1574,344.86
1575,1381.59
1576,994.607
1577,887.276
1578,2609.44
1579,1219.92
1580,2905.45
1581,3327.46
1582,1686.66
1583,5903.87
1584,1546.56
1585,1695.55
1586,1977.83
1587,552.305
1588,1529.31
1589,775.018
1590,707.784
1591,1805.24
1592,773.049
1593,2224.35
1594,2281.63
1595,1647.79
1596,7417.86
1597,1782.86
1598,2583.95
1599,2715.12
1600,956.257
1601,2066.25
1602,830.966
1603,786.401
1604,1489.83
1605,438.049
1606,1707.55
1607,1491.35
1608,1341.28
1609,4734.3
1610,1663.06
1611,3449.79
1612,3449.91
1613,1421.34
1614,3285.08
1615,1107.81
1616,1145.92
1617,1526.53
1618,347.724
1619,1486.58
1620,985.88
1621,1003.16
1622,2752.72
1623,1265.76
1624,3309.28
1625,3217.41
1626,1776.54
1627,5879.1
1628,1480.84
1629,1774.7
1630,1882.08
1631,547.091
1632,1594.25
1633,734.968
1634,803.885
1635,1860.28
1636,819.457
1637,2499.67
1638,2285.93
1639,1789.63
1640,7682.36
1641,1751.62
1642,2748.92
1643,2535.05
1644,959.769
1645,2098.03
1646,768.962
1647,860.46
1648,1491.45
1649,467.598
1650,1879.43
1651,1505.85
1652,1490.37
1653,5022.55
1654,1687.11
1655,3832.92
1656,3209.46
1657,1456.66
1658,3260.93
1659,1041.15
1660,1209.32
1661,1482.22
1662,358.399
1663,1592.99
1664,978.266
1665,1132.88
1666,2882.68
1667,1321.47
1668,3777.64
1669,3101.76
1670,1872.5
1671,5742.41
1672,1421.82
1673,1854.24
1674,1790.12
1675,548.031
1676,1654.78
1677,698.18
1678,909.72
1679,1911.03
1680,874.296
1681,2810.59
1682,2283.52
1683,1945.4
1684,7739.77
1685,1725.57
1686,2915.62
1687,2368.3
1688,969.326
1689,2117.05
1690,709.734
1691,941.829
1692,1490.69
1693,509.414
1694,2061.78
1695,1518.72
1696,1652.22
1697,5242.97
1698,1716.45
1699,4248.72
1700,2994.88
1701,1497.53
1702,3208.12
1703,973.837
1704,1274.96
1705,1435.92
1706,380.846
1707,1703.32
1708,974.953
1709,1276.17
1710,2997.04
1711,1380.61
1712,4321.1
1713,2986.33
1714,1977.91
1715,5519.89
1716,1366.59
1717,1934.14
1718,1696.49
1719,555.796
1720,1712.43
1721,664.235
1722,1027.09
1723,1957.16
1724,938.36
1725,3162.74
1726,2275.75
1727,2116.33
1728,7596.07
1729,1704.37
1730,3079.67
1731,2219.25
1732,986.489
1733,2126.46
1734,651.741
1735,1028.88
1736,1484.76
1737,563.113
1738,2258.3
1739,1535.24
1740,1836.94
1741,5382.46
1742,1748.55
1743,4685.8
1744,2800.75
1745,1542.45
1746,3135.12
1747,910.688
1748,1348.2
1749,1387.11
1750,412.383
1751,1813.32
1752,973.622
1753,1432.67
1754,3093.38
1755,1449.32
1756,4945.83
1757,2874.68
1758,2089.57
1759,5236.44
1760,1314.83
1761,2013.9
1762,1605.78
1763,574.162
1764,1764.9
1765,636.243
1766,1152.93
1767,1995.44
1768,1013.02
1769,3557.99
1770,2267.09
1771,2307.61
1772,7288.35
1773,1685.03
1774,3233.78
1775,2079.73
1776,1009
1777,2126.54
1778,599.413
1779,1124.7
1780,1477.29
1781,625.165
1782,2463.83
1783,1551.1
1784,2041.6
1785,5436.84
1786,1787.23
1787,5133.37
1788,2627.85
1789,1593.66
1790,3045.78
1791,851.225
1792,1421.07
1793,1334.76
1794,454.546
1795,1925.02
1796,978.284
1797,1606.89
1798,3170.88
1799,1527.43
1800,5653.88
1801,2764.58
1802,2207.77
1803,4920.13
1804,1267.25
1805,2093.32
1806,1517.98
1807,603.351
1808,1811.89
1809,612.833
1810,1287.93
1811,2025.98
1812,1096.75
1813,3999.29
1814,2257.99
1815,2520.36
1816,6871.02
1817,1671.64
1818,3375.77
1819,1950.01
1820,1036.44
1821,2115.49
1822,550.695
1823,1226.13
1824,1466.6
1825,702.184
1826,2682.62
1827,1570.3
1828,2273.24
1829,5407.68
1830,1829.58
1831,5567.83
1832,2470.18
1833,1648.27
1834,2943.5
1835,795.852
1836,1500.02
1837,1284.04
1838,511.673
1839,2034.27
1840,986.43
1841,1797.72
1842,3226.34
1843,1613.6
1844,6432.45
1845,2661.82
1846,2337.13
1847,4595.83
1848,1224.85
1849,2168.51
1850,1429.48
1851,640.684
1852,1853.81
1853,596.268
1854,1435.48
1855,2052.49
1856,1193.14
1857,4482.73
1858,2245.53
1859,2755.69
1860,6392.2
1861,1662.6
1862,3500.2
1863,1829.08
1864,1072.23
1865,2097.2
1866,510.148
1867,1335.2
1868,1453.73
1869,788.715
1870,2907.12
1871,1590.22
1872,2535.03
1873,5308.56
1874,1879.38
1875,5966.42
1876,2328.55
1877,1709.31
1878,2833.63
1879,745.946
1880,1578.75
1881,1229.09
1882,578.153
1883,2141.92
1884,999.954
1885,2010.86
1886,3263.17
1887,1711.32
1888,7256.55
1889,2566.43
1890,2471.01
1891,4276.03
1892,1186.24
1893,2237.51
1894,1340.26
1895,687.483
1896,1889.86
1897,587.738
1898,1595.89
1899,2075.43
1900,1303.09
1901,5006.35
1902,2236.51
1903,3014.63
1904,5897.32
1905,1656.83
1906,3600.71
1907,1712.97
1908,1113.44
1909,2071.41
1910,477.902
1911,1450.32
1912,1441.82
1913,890.53
1914,3137.66
1915,1617.32
1916,2833.56
1917,5151.99
1918,1933.65
1919,6297.23
1920,2197.48
1921,1773.17
1922,2717.5
1923,702.567
1924,1661.86
1925,1177.67
1926,658.003
1927,2245.44
1928,1023.19
1929,2247.63
1930,3279.33
1931,1818.02
1932,8074.51
1933,2475.89
1934,2612.32
1935,3972.35
1936,1153.47
1937,2302.62
1938,1254.74
1939,745.299
1940,1918.84
1941,587.469
1942,1768.44
1943,2092.16
1944,1423.91
1945,5552.41
1946,2227.87
1947,3301.89
1948,5418.3
1949,1657.88
1950,3676.9
1951,1603.76
1952,1162.47
1953,2035.61
1954,453.047
1955,1573.78
1956,1425.78
1957,1001.79
1958,3368.67
1959,1647.95
1960,3176.32
1961,4958.08
1962,1996.04
1963,6536.79
1964,2078.39
1965,1842.88
1966,2600.09
1967,665.048
1968,1743.29
1969,1122.76
1970,748.507
1971,2343.14
1972,1051.81
1973,2513.55
1974,3278.06
1975,1937.5
1976,8821.23
1977,2393.32
1978,2760.99
1979,3691.14
1980,1128.22
1981,2362.11
1982,1169.16
1983,812.156
1984,1942.32
1985,596.681
1986,1952.81
1987,2103.34
1988,1556.75
1989,6099.05
1990,2221.04
1991,3617.82
1992,4971.54
1993,1665
1994,3726.04
1995,1500.56
1996,1220.07
1997,1996.86
